sample_id,CTHRC1,FHL2,LDHA,P4HA1,SERPINH1,ABCA8,CA19-9,MUC16,EGFR,KRAS,TP53,SMAD4,CDH1,VIM,FN1,COL1A1,MMP9,VEGFA,HIF1A,PCNA,PROT_04773,PROT_05214,PROT_03119,PROT_00197,PROT_04607,PROT_01737,PROT_03296,PROT_00378,PROT_00461,PROT_07044,PROT_01869,PROT_06788,PROT_07859,PROT_00526,PROT_06669,PROT_06014,PROT_01764,PROT_02052,PROT_00415,PROT_08274,PROT_06218,PROT_04917,PROT_03172,PROT_04664,PROT_00089,PROT_08324,PROT_03333,PROT_02241,PROT_06178,PROT_03962,PROT_01026,PROT_00852,PROT_01860,PROT_01539,PROT_02509,PROT_02232,PROT_01974,PROT_01865,PROT_00438,PROT_05464,PROT_02946,PROT_02858,PROT_06775,PROT_08070,PROT_08027,PROT_07544,PROT_05034,PROT_01770,PROT_05756,PROT_07288,PROT_07447,PROT_08674,PROT_08056,PROT_00467,PROT_07658,PROT_03967,PROT_05348,PROT_07083,PROT_03367,PROT_02249,PROT_03304,PROT_07306,PROT_02385,PROT_07042,PROT_03836,PROT_08532,PROT_04154,PROT_02307,PROT_04273,PROT_05799,PROT_06738,PROT_02212,PROT_06990,PROT_00463,PROT_04713,PROT_02465,PROT_05805,PROT_08476,PROT_02640,PROT_02625,PROT_06450,PROT_08494,PROT_07376,PROT_04121,PROT_02124,PROT_06241,PROT_07326,PROT_00823,PROT_07072,PROT_02703,PROT_03440,PROT_06215,PROT_02069,PROT_06768,PROT_06356,PROT_07335,PROT_00256,PROT_01863,PROT_08472,PROT_01549,PROT_00863,PROT_01208,PROT_04629,PROT_05155,PROT_01227,PROT_05195,PROT_08392,PROT_06136,PROT_02339,PROT_06722,PROT_03177,PROT_05353,PROT_01920,PROT_08768,PROT_01065,PROT_04836,PROT_07741,PROT_06484,PROT_08333,PROT_05988,PROT_04918,PROT_04754,PROT_00070,PROT_07630,PROT_02404,PROT_08103,PROT_05981,PROT_00877,PROT_07972,PROT_06471,PROT_07574,PROT_04649,PROT_01864,PROT_06674,PROT_02363,PROT_05014,PROT_00432,PROT_07074,PROT_07835,PROT_02548,PROT_08575,PROT_01933,PROT_07624,PROT_02965,PROT_03197,PROT_04871,PROT_02068,PROT_07565,PROT_00766,PROT_02642,PROT_04437,PROT_01133,PROT_03889,PROT_00401,PROT_05641,PROT_05102,PROT_00319,PROT_07575,PROT_04046,PROT_02177,PROT_01704,PROT_02784,PROT_01010,PROT_01356,PROT_02295,PROT_03645,PROT_04968,PROT_08369,PROT_01351,PROT_05477,PROT_03317,PROT_02046,PROT_01870,PROT_07263,PROT_01210,PROT_02978,PROT_06407,PROT_02335,PROT_00501,PROT_06791,PROT_04876,PROT_05060,PROT_06082,PROT_05552,PROT_07450,PROT_02767,PROT_01211,PROT_00588,PROT_07444,PROT_03283,PROT_05702,PROT_01004,PROT_08776,PROT_07754,PROT_02265,PROT_02597,PROT_05274,PROT_08732,PROT_06560,PROT_07724
S0250,24.954575,22.59594,21.620026,20.847588,26.097761,17.73933,18.084934,26.12968,26.80961,18.804987,24.26815,16.873295,17.1116,24.25705,20.919628,24.552813,20.932878,21.871805,21.568176,22.473944,17.698658,19.727533,19.762402,23.605194,17.309155,19.716516,20.253077,17.731596,24.13225,20.178076,22.145273,20.112038,19.412413,21.473087,16.558603,21.633266,19.065844,23.390192,23.3458,18.986742,18.912113,19.894318,16.233366,20.012611,20.653805,18.120893,16.811394,20.660694,22.671082,19.219843,22.316341,17.679384,17.243416,21.645483,23.82061,23.370466,22.527025,18.538712,18.355026,20.880142,21.112524,22.90276,19.162054,17.463585,16.847082,18.162577,19.9298,18.113321,20.381435,21.29221,19.235115,26.866978,17.735493,21.712658,22.04768,19.089596,18.251623,23.474865,24.544914,19.832695,18.792648,19.385612,20.562704,22.216928,24.2379,20.499767,20.305641,19.055851,17.114098,19.497581,17.138178,19.818766,15.454231,16.856262,19.288965,20.577726,17.671297,19.079706,16.79674,19.552979,20.597876,22.853554,19.539698,18.384277,19.752306,18.302132,21.497736,21.682913,16.700613,20.090075,16.449827,20.793776,17.153877,22.60607,20.942509,19.540594,25.417767,18.371414,17.671509,19.77195,15.509196,20.086418,18.906618,20.471468,18.419485,22.742718,17.385061,21.508892,18.067497,21.353445,23.194027,24.011482,18.815044,18.26912,18.278885,18.961489,21.934696,18.332714,17.754717,20.92588,21.851477,14.192704,20.714428,16.548279,16.177044,22.416668,17.136057,20.84097,19.745905,19.697496,19.52859,22.71877,20.389803,23.537195,22.174332,17.15025,17.168756,23.609697,19.049547,18.02514,20.950985,22.392065,20.893557,18.956022,20.473747,20.318579,21.145842,22.23473,19.247982,22.293715,18.50305,18.028526,17.870766,18.94154,17.606922,23.002485,25.2875,20.866835,19.802387,23.270514,22.023,19.452822,18.05218,18.836796,21.22007,18.376976,19.313425,18.924788,19.020723,21.7722,20.29929,19.874731,21.419151,18.533657,20.983528,19.30009,19.818815,17.353922,16.56058,18.652363,21.678553,20.387775,16.179363,20.49379,20.864191,16.47758,17.91786,19.323229,24.741196,22.01146,21.457397,19.21318,19.626884,20.02322,18.484167,18.506859,19.481733,22.012459,22.167845,21.150372
S0251,24.885717,25.27275,24.394192,21.994045,26.417168,15.146994,19.25092,23.547699,21.16647,21.71242,20.87133,21.012955,17.943302,21.171675,21.485054,22.0073,21.813938,26.68457,20.267908,21.884985,19.93568,22.546108,19.448132,21.225937,17.199701,21.985718,22.215057,22.788347,19.456427,19.752134,19.187408,19.802961,21.413757,22.526312,23.723837,18.839882,18.33202,21.362875,19.619833,22.729187,18.11043,19.674082,20.45124,22.792849,22.909616,19.606949,21.34395,22.812984,18.264267,22.778986,20.56762,18.789656,17.181269,17.028858,22.632122,21.573877,21.235233,23.909046,21.074455,17.602291,19.884428,20.257006,21.304276,19.549252,18.845924,23.723639,20.35849,20.077124,21.66785,20.554928,23.61287,23.968931,22.657719,19.285921,17.27544,23.002493,20.453287,20.541773,21.696526,20.75022,21.263918,23.167183,20.247404,19.929195,21.115269,20.320354,19.437895,21.379715,17.707489,21.726978,22.361742,17.724472,18.536991,17.868893,16.339203,21.175905,21.52825,20.209642,19.13106,22.248835,23.37386,19.732992,19.855484,22.999008,19.931213,19.383991,19.12585,23.252575,16.639668,19.794735,20.455767,23.715483,20.186537,16.42458,13.388278,19.32495,18.211952,23.152536,21.80822,16.889437,21.881235,20.423382,20.922894,22.047853,24.699436,21.169464,19.498878,21.92573,18.870148,18.805738,18.36202,19.275696,21.351084,21.619362,22.405973,21.331007,18.628328,19.867455,18.173765,17.648643,21.170307,21.776455,19.470385,18.70616,22.413465,18.762632,19.470667,22.069801,18.426722,16.018272,18.060051,19.44998,17.512943,22.61951,20.068882,21.39388,21.183151,22.162024,19.197456,19.491964,20.846966,19.957731,14.316225,19.981916,20.821667,16.626997,23.2642,21.335138,19.28102,17.802324,24.327658,22.781933,18.659887,20.34947,23.457697,20.357105,21.219309,20.599537,22.83645,19.539614,21.512285,20.45751,18.958853,19.263638,21.429146,24.054474,19.12525,20.816479,22.28102,19.930065,18.603523,18.506647,19.502405,22.457487,19.735264,17.596117,21.75191,21.056616,20.681343,17.20672,21.070824,16.685087,17.95881,18.045858,22.281246,18.843117,24.726816,21.190687,21.55088,24.945404,18.622547,18.640871,21.601723,20.424507,24.531147,22.417274,21.113337,17.29228,20.269365,22.904863
S0252,22.602657,25.246128,21.658451,23.483849,24.253357,15.682812,22.330114,25.12533,21.79218,18.157728,26.791615,17.312897,17.730743,24.075523,21.461954,24.09097,22.724726,22.526627,26.204401,26.02413,18.605274,17.473358,20.563454,19.712788,19.429392,20.479515,20.179821,17.550617,22.128733,21.512146,19.791132,22.165133,19.368816,16.268291,22.356329,20.188967,19.58059,18.439644,22.410713,20.182579,17.591555,21.321978,19.49816,20.827223,22.035,21.234608,17.068922,18.169819,21.669548,20.359343,20.714346,19.55737,20.131119,20.980776,24.216679,20.23305,18.974667,15.949666,20.752697,19.218748,21.652262,19.790562,18.049032,21.59784,18.549856,19.972229,22.09185,17.09927,22.787025,21.082174,21.748512,20.637604,22.003798,15.952184,20.83328,21.402243,19.20273,17.51251,21.949934,20.274012,19.44579,20.668154,20.049145,20.268665,18.478025,19.308298,18.283623,20.758774,18.410795,19.693304,20.986284,16.023424,18.92037,17.218636,20.947926,21.91685,18.378147,21.565487,18.068676,19.1783,17.006605,23.210215,20.602211,18.941624,21.931423,22.157337,18.096115,17.320498,17.78513,20.386225,18.530758,19.486584,17.313047,22.457727,20.001108,18.34512,23.234844,22.790771,18.32515,18.334934,23.178326,22.356024,19.583467,21.77792,24.44698,24.119,22.237457,21.200655,23.446175,22.24022,18.544838,23.70874,18.647476,17.964806,15.864254,21.045021,17.99328,20.88556,19.719528,17.014776,20.89875,19.552895,22.492073,20.099768,20.471025,16.79295,21.709076,17.44333,19.053406,18.666153,20.838797,21.544306,23.751091,18.9311,18.635086,22.321398,19.934608,20.935293,18.67972,19.513182,17.568176,20.786652,20.760347,20.409245,22.416267,20.973547,22.801336,26.730167,22.366703,18.740232,20.761648,19.398397,17.464373,20.537344,19.647224,24.369717,21.046747,20.407452,22.110369,17.680712,22.718105,19.803871,19.09627,20.384464,18.302912,18.694473,18.377783,20.790123,19.407581,20.450518,24.143583,20.151445,20.050415,21.255898,21.148687,16.6835,13.583392,18.03537,19.445332,20.05264,21.527664,21.163054,21.532263,19.231936,24.901772,20.815998,19.549416,22.698372,19.145037,20.400347,19.000372,18.414711,17.46389,17.436049,20.60867,20.167206,19.204535,21.390186,19.057045,17.63367
S0253,24.438423,23.751167,16.640709,23.771618,22.68436,16.302326,22.60989,24.818478,22.914124,19.699251,20.665577,17.608776,14.805969,23.032991,18.048683,22.542698,17.646666,20.881737,23.45495,23.27067,17.372137,20.728073,21.165144,18.247232,20.26253,19.079332,18.15754,19.289358,13.285511,16.55767,19.975155,20.69521,22.93839,22.196005,21.249105,19.798456,19.456476,21.611671,19.284866,20.768423,19.695738,22.464506,18.729733,19.867529,19.526886,16.623596,19.986744,21.563593,16.173412,19.628792,18.528685,20.586004,20.206596,21.125082,21.892584,19.634638,20.537409,20.94923,19.409956,18.816853,19.784914,22.797495,20.565662,18.39835,17.282001,22.31422,17.539942,17.130154,22.907066,18.82407,21.317713,19.283607,19.823868,21.963326,22.580309,21.419327,18.982426,22.832737,20.593035,17.890898,17.886745,20.968042,17.88236,19.757872,20.10675,21.896944,18.59824,17.353464,20.175526,17.405956,16.894482,17.60139,19.94992,17.796772,21.957386,18.893503,20.98718,20.469027,19.724724,22.235544,16.36824,20.13492,19.212069,19.663145,19.657728,22.166725,19.069637,22.284904,19.602747,20.200182,18.666037,14.145919,20.762003,22.767496,18.724602,22.80107,23.36478,19.392496,15.149706,24.572561,18.265474,18.072296,18.404797,19.533747,21.852434,24.091301,24.956173,23.807589,16.587547,18.908989,21.280521,20.825668,19.542023,18.039839,23.606161,20.680544,18.346344,20.583075,20.826635,17.81437,17.019918,18.652828,20.72409,17.853529,19.293587,17.363083,21.933125,16.26207,21.114948,20.516493,19.965431,21.585268,20.217005,19.157774,20.465607,20.578716,18.78456,21.230453,17.97348,19.231113,16.354603,22.107025,19.266264,18.709373,14.648979,20.030712,19.400398,22.124622,18.963137,21.619074,23.823557,17.516136,18.832228,19.039469,17.367035,19.280794,22.894781,21.188057,20.987766,18.774488,20.360195,20.412031,22.749289,18.342634,22.504553,19.026703,19.350187,19.349888,21.8694,20.387814,22.09428,16.299732,19.969181,22.130098,17.736984,18.954556,18.573513,19.820356,19.993212,21.94764,18.812262,16.855934,20.587866,18.76669,19.09823,21.704268,21.760046,17.659756,21.102901,23.080181,17.264889,16.32127,18.346556,22.165442,24.233267,19.153149,19.348804,20.37216,21.757092,20.801947
S0254,21.657333,25.221241,21.667667,26.22234,24.51422,16.362862,18.797285,26.567049,20.474998,20.244684,20.019192,20.970648,17.324883,23.360914,21.086164,23.425463,22.356207,20.44072,21.98858,20.5588,16.431705,23.429705,23.721054,18.07928,18.002007,22.01619,16.245209,21.204668,16.16323,20.917156,19.462786,17.90933,17.18446,22.399632,17.530724,20.85597,18.844015,24.656702,21.526794,17.980438,20.385042,20.640532,21.206274,18.840132,19.662827,17.474977,17.876421,19.40315,14.788134,17.456202,19.306522,20.942352,20.533949,19.21532,19.278904,21.715393,20.610525,17.53633,16.728159,18.42386,21.408426,17.407309,20.553509,19.47355,19.500608,19.242577,21.891708,20.179008,15.518648,21.270403,19.415213,20.670975,23.938995,17.240385,22.443943,21.184132,22.537678,21.744806,22.173584,19.633688,21.168997,23.450348,21.006311,16.082203,19.684664,19.798342,23.20081,17.820517,22.519924,18.038256,16.03833,21.7508,19.352692,20.000895,15.607963,21.626184,18.68143,19.78107,18.414984,22.43612,17.047993,19.495573,18.431469,18.710848,19.415495,18.2259,19.585653,19.908281,15.044734,19.237015,18.444595,18.479347,18.034346,21.346235,20.740679,23.100834,23.44889,18.22693,21.987534,17.8081,18.447218,16.07706,20.633562,20.813364,18.14108,19.433659,21.089664,23.611374,17.210775,21.763514,20.227226,19.801369,21.332344,23.819935,18.908407,20.688168,22.80086,19.77286,17.661999,19.911308,20.930506,15.588772,22.269606,16.097572,21.01773,19.204092,18.770481,20.44958,23.26782,22.40496,16.354685,22.322521,21.630348,20.266113,19.908375,24.460373,20.742283,22.338032,18.252237,20.331453,17.80903,19.27864,20.40553,20.112526,18.201378,23.937675,21.361635,22.16469,22.52714,24.892689,17.21461,22.103657,18.654463,21.729015,18.627459,20.459225,22.376774,19.89273,19.818396,18.125883,19.591454,22.441433,18.766468,20.211271,18.431824,17.107658,17.10701,20.582693,20.385704,18.347673,17.330107,20.677189,20.620367,20.794014,18.590166,21.237337,20.273977,20.510963,16.914818,19.228125,21.692137,22.06445,19.539696,20.66576,20.94836,20.101162,20.869593,19.207767,21.943666,22.418032,15.170993,20.62591,20.761068,20.561016,19.694288,17.924664,17.370346,20.50079,19.352211,18.682306
S0255,21.750753,20.665226,23.964012,22.806019,24.098866,15.433027,16.880016,25.913397,19.009174,21.394203,23.068054,24.174643,18.307127,20.21652,23.602514,24.074673,23.630358,24.45833,22.982645,25.186453,20.273788,21.674236,18.27301,15.286829,16.865852,20.170883,19.975153,17.30357,20.530025,25.16929,20.42819,22.290228,15.797112,20.106628,19.901253,18.137716,14.633446,22.396927,21.033588,22.187222,21.561129,19.718437,20.100742,19.086449,23.524843,22.946377,15.4872675,17.385979,19.844416,21.457674,16.99245,21.443296,19.431578,18.244005,24.020216,17.92476,19.55163,21.038145,22.92285,20.484072,20.400845,21.439508,20.358753,20.942026,18.115181,21.358696,21.273884,23.93901,17.152056,19.614904,15.664668,20.269424,22.043337,20.3688,20.193396,21.782228,20.55459,17.767757,19.262028,16.628988,23.108461,19.57809,23.670446,21.480276,20.241777,21.479673,18.651423,22.369822,19.04306,19.930466,14.666437,20.509405,20.8239,20.231104,19.692541,20.30452,16.62862,20.482403,17.37872,21.222198,18.849966,23.224092,21.565237,17.358027,24.759611,19.336876,21.852203,19.093975,21.763441,21.382256,20.067856,17.832422,22.562405,20.359116,23.718513,22.33022,21.336601,19.14658,16.169634,14.432674,20.384262,17.960756,20.613558,17.147352,19.578676,22.85153,21.244375,19.617779,21.030094,20.57555,20.696259,22.503748,21.183487,19.293882,22.132477,20.274778,19.34366,19.308487,19.418726,18.485415,21.463127,16.744417,20.189957,21.745401,15.714122,16.982872,18.306755,20.271114,21.074278,19.193752,20.139818,20.030666,16.41993,19.967224,18.35501,18.275291,16.486263,21.641752,19.27362,22.009924,17.571814,20.162354,21.341917,20.390562,19.269308,20.67643,20.37206,18.506058,14.831479,20.847782,21.134483,20.012398,18.10898,20.503159,18.879988,20.790545,19.463762,18.912838,20.86877,20.56415,13.619454,21.03281,23.34213,19.427782,17.50869,18.640703,18.192335,21.765596,19.886549,20.12547,20.752522,21.25221,23.356396,20.759653,24.427479,22.803417,18.053629,21.074268,18.899902,19.818184,19.350266,16.648846,18.042578,18.853216,22.2771,20.536373,23.7711,18.272224,23.547,21.80712,20.194012,16.813892,23.725918,21.7526,20.347784,17.241966,22.044155,19.818743,21.480974,21.058443
S0256,19.10231,22.75647,25.24076,25.237932,23.370548,17.978348,20.16763,22.755117,19.423426,24.470615,24.339954,17.151278,14.233143,22.013214,22.808556,27.29228,22.130136,24.796103,23.664995,24.296648,20.162659,20.134995,17.472368,19.024178,18.60061,21.278791,20.624674,20.486443,19.28296,22.30589,19.551008,17.05699,23.584415,18.979145,20.64308,14.712664,19.294016,18.65386,21.003359,23.621561,17.893839,23.142206,18.35744,18.802952,20.883259,21.580542,23.399006,19.186342,18.92073,19.102297,20.872034,17.66755,17.164715,26.487398,24.164207,22.189007,22.986261,18.309898,22.324154,22.418756,24.537796,20.83333,20.468098,18.555977,16.82725,20.0148,21.975557,23.240843,19.437231,21.630526,20.025646,21.590227,21.796267,24.053852,22.285063,16.461798,20.922024,20.779581,22.652584,21.475965,18.888374,21.456879,20.465075,22.923628,21.068043,14.85374,17.24437,20.951252,20.601038,18.243916,19.233002,19.862915,18.905773,21.414108,19.255312,22.730711,18.46937,17.74344,18.872377,18.41342,21.317984,17.376469,20.705349,18.739452,19.587585,16.629345,17.241724,17.701708,18.420656,16.562288,21.219582,21.971401,20.537863,19.400707,20.490395,20.474537,21.819294,18.571707,20.274551,18.857752,17.715603,20.28064,19.914143,22.389896,16.51988,23.802809,18.501446,23.608553,18.416737,20.58653,17.275023,20.996246,21.466608,19.650938,20.969345,17.946138,21.670887,19.321453,18.132803,21.982677,15.688076,17.66369,23.904837,20.517578,19.301012,20.014029,23.30351,19.761995,17.127392,17.754578,20.00391,21.416199,20.468756,21.2262,23.827848,19.32079,17.326872,18.033741,20.483871,17.587593,18.448885,17.673746,20.776304,19.512308,23.956009,20.438713,19.02992,22.12391,19.731358,23.329264,16.03689,20.749832,18.271305,22.667793,20.374853,24.387714,17.731003,19.873814,21.335035,19.45496,22.17823,20.504965,20.972143,20.570274,19.930523,20.95538,17.95193,17.398046,23.516668,18.09417,20.978075,20.579985,19.547323,21.729464,20.734709,19.824293,17.921991,18.702257,18.112078,15.7863245,20.783714,18.069792,18.430231,17.98731,18.047121,19.14454,19.725828,18.285667,20.872341,19.8684,18.204975,16.531252,20.88223,18.975657,22.518108,20.023384,21.87954,19.771088,20.225239,21.245481
S0257,23.663052,24.993591,25.928715,21.98231,24.217886,18.203636,22.443865,24.298462,21.72847,22.698559,18.93355,18.159115,15.829508,22.079039,18.92929,18.196991,23.42662,25.360403,20.156641,20.276663,21.674404,21.174162,17.617813,19.277163,15.943419,23.622986,22.122284,22.925222,21.40633,23.445364,18.600445,20.57124,21.146215,22.279898,18.850183,20.445827,20.736671,21.592737,19.952421,17.858885,19.489773,17.925987,23.054255,20.514956,25.25915,18.50551,20.13449,18.67982,20.096354,21.633537,24.099205,17.935476,18.408772,13.187509,23.188675,20.34455,22.168642,24.964169,18.886639,22.408297,22.10244,18.05099,19.86899,16.887352,16.580582,25.320454,18.887932,16.782894,21.327206,24.424082,21.705338,20.918268,21.656544,20.089329,21.818388,22.64909,25.21239,17.57787,17.889748,19.788197,22.353527,20.286959,20.275661,19.429886,25.560461,19.235973,20.333517,19.06515,24.843496,22.030504,18.479694,20.574488,19.10078,19.469078,21.649776,19.274708,21.228058,21.10278,15.239939,19.173801,21.838446,18.114878,20.57303,20.685963,21.775751,19.975157,20.461046,17.963099,17.30473,20.003698,23.425295,18.193087,21.522503,20.633583,20.609787,20.218548,21.265697,16.207748,21.617676,20.262125,18.418245,17.66238,21.865576,22.56715,18.93047,21.362337,21.34857,20.17875,16.609928,19.779297,18.902151,20.270308,21.252634,21.815027,18.804686,22.464357,22.872948,19.42185,18.464918,19.529036,22.163801,17.724215,26.04337,20.709995,21.193098,19.817318,21.594408,19.158472,22.209923,21.201048,19.56152,18.129375,20.421421,19.427458,20.76207,23.727865,21.88673,18.65981,18.523842,21.835953,18.962286,20.368351,20.022911,19.445621,21.627504,19.331156,24.195587,20.410828,18.221296,16.326172,19.928053,21.872252,21.254644,19.664541,20.927597,21.707613,23.73669,20.929722,19.851372,22.143883,18.10387,19.907848,18.595993,21.044233,20.560766,23.3152,18.961315,21.541187,23.520601,20.706291,20.529219,18.573492,21.57448,23.979736,17.53371,19.957523,21.59756,18.420279,17.62644,20.702421,19.233225,20.079676,22.311815,20.179228,24.393291,17.487112,18.375536,19.080296,19.168863,22.487219,19.234028,19.734213,18.896622,19.144459,20.370728,22.086678,21.235058,19.997122,22.251593,18.043522
S0258,23.482786,22.66967,20.147861,24.310524,25.705196,18.66471,22.929256,22.139927,15.408369,17.35387,19.937056,16.406412,16.70064,22.676666,20.918282,21.430834,21.045004,18.781311,23.065317,22.777578,20.598736,18.373169,16.326155,23.5985,21.507496,19.680025,25.14697,22.299625,19.649326,20.449884,17.550133,19.418009,22.896008,20.011488,18.3684,17.297981,20.022009,20.59303,19.910604,24.264984,20.757008,20.758745,18.046083,16.474699,20.831465,19.513805,22.463457,24.639465,18.334007,19.906485,19.555185,22.628845,18.028713,19.944754,19.698753,18.178284,19.981636,21.990482,18.858728,21.803204,21.485561,19.996328,21.246094,18.85412,18.831406,21.739162,21.265162,20.070843,17.3643,17.883612,19.596052,21.894657,21.564198,19.171915,21.240097,19.837116,21.213043,18.540539,22.135363,19.942228,15.185973,20.720179,18.695944,21.569616,22.072023,17.971804,21.879381,23.302023,17.818935,13.459457,19.882982,23.287418,20.932869,19.663279,23.293173,18.613096,20.43661,17.61774,18.491615,20.593887,24.232298,16.642612,24.16736,20.14577,19.720245,19.78765,18.812199,18.077137,22.80987,16.702927,18.638634,17.680132,24.189678,22.221552,16.457085,24.322739,21.264381,19.360939,15.475237,16.417866,19.087435,20.602598,18.269403,19.825132,20.593704,23.110245,16.63124,22.25519,16.929815,21.051958,19.02827,20.523281,21.134617,20.12901,19.893642,21.544605,21.243923,24.900496,19.789381,18.684422,23.23446,19.37513,22.00555,15.928305,17.165733,18.053915,16.707197,15.685415,20.01817,18.610914,18.838734,22.640018,20.84298,23.267757,23.392607,18.42885,21.804985,23.434235,18.21407,21.114586,21.831778,22.34406,17.375595,18.95854,16.42321,16.829853,18.873842,24.137867,19.237696,19.163208,19.12772,25.106777,18.324488,17.334766,19.236685,20.190577,23.555347,18.984056,21.47859,19.54778,21.0905,24.323933,19.278915,19.903765,18.457516,21.610643,19.51414,18.536985,20.061472,18.303658,21.072441,19.66307,18.755894,22.831827,17.850359,18.863539,19.890337,22.864151,22.985445,20.993683,17.085945,17.962343,18.55099,19.4993,19.669537,17.412846,20.552908,18.36979,24.675705,19.09819,18.981285,19.421335,21.323101,20.625706,19.377375,15.863919,15.976726,18.43597,17.712458,20.663736
S0259,23.189207,23.239683,24.722572,23.055393,27.807926,15.415619,22.520224,27.23813,22.875298,20.413076,21.836926,16.869146,14.247123,23.822456,23.358856,23.065105,19.578352,22.441265,23.02277,24.882355,18.146639,19.897676,18.39143,21.296503,16.398478,20.654032,22.291388,23.961548,21.005127,16.951818,19.617292,20.806503,17.911142,18.92344,21.672194,15.926889,20.632477,19.81728,17.262589,23.646704,22.215313,21.024803,20.51449,21.428398,18.752972,18.16374,17.340448,20.539501,18.41676,18.442377,21.457233,17.557531,23.432451,15.79471,20.082708,18.971233,17.416086,24.1308,21.355719,20.245243,19.554045,19.789324,18.126455,22.082375,20.089502,20.84034,17.168097,23.101711,21.19688,24.47973,17.587835,21.244139,22.370665,18.919807,21.60359,20.425833,19.948214,20.644121,17.916677,19.424147,20.700733,21.144207,19.957546,18.36062,21.775442,19.222866,21.189703,17.739227,20.652082,21.606052,17.225307,22.793436,21.07267,20.125341,22.179907,18.006865,22.270227,17.004774,17.804375,19.49455,19.586555,17.445534,19.173763,19.190575,19.252422,21.275578,21.284317,19.835783,17.529922,18.595205,20.638762,18.976984,22.077019,20.667397,19.583626,24.569635,23.693317,15.881766,20.381573,21.47707,17.74788,19.598875,21.439722,22.7006,18.341335,19.41304,22.028027,21.547283,21.047262,24.218515,18.583057,24.099226,18.317516,19.936817,21.747278,21.735125,19.333042,22.582506,16.15631,18.104929,18.207989,17.70989,23.949667,24.033937,16.338697,24.33483,20.29148,19.751432,18.681194,20.451727,19.392105,23.291296,19.64334,20.943296,19.557854,20.28875,20.877176,22.644756,19.56912,17.429565,18.08786,20.648354,17.633554,16.960234,20.232302,20.401604,19.625517,21.0523,20.09896,21.758837,19.371805,17.46128,17.994537,21.113253,21.838507,21.124113,23.745527,20.17499,20.270031,21.890036,19.996635,16.783775,19.50026,23.889423,18.963486,20.311535,20.240711,21.624424,19.790318,20.777657,21.952436,19.110563,21.346834,17.587816,21.25259,19.218588,21.542217,19.509104,21.318605,22.689592,22.830118,16.402063,18.35318,22.365934,19.649122,20.490406,17.476858,17.067375,21.221685,21.06517,16.891914,22.18577,19.034636,24.145315,20.737581,22.899002,15.793645,19.04739,22.030924,23.207668
S0260,26.26841,23.320518,22.878094,22.91164,24.342815,16.810946,23.172543,24.29788,22.591717,16.749464,21.074406,19.206583,13.028923,23.084846,25.53819,21.746979,21.445585,17.624512,27.516153,23.883766,21.002548,19.154749,19.767107,20.20165,16.619125,19.863697,19.654688,20.85201,23.161057,23.545507,23.143345,19.098068,19.767836,21.035986,21.213299,19.456448,15.60953,21.47169,21.937733,18.623531,17.289402,20.570194,20.427181,20.37973,19.530016,21.7555,17.832975,20.484838,20.367828,18.537561,22.861666,21.878988,22.570623,16.107342,21.14825,16.314371,21.19063,19.566044,16.538689,19.859995,23.310728,18.817604,18.871525,20.892897,16.643915,26.151352,18.417837,18.317272,20.420052,17.330563,17.19826,20.361797,20.237223,18.556627,15.618215,21.036425,17.504654,19.87934,20.030064,20.112288,18.589565,22.76957,20.001213,21.186201,20.123634,19.65215,18.444418,18.081755,21.982443,24.779655,17.55167,20.855759,19.00718,19.941208,22.496227,19.159054,21.76519,18.911158,20.170992,17.104189,18.582201,22.926855,18.571512,18.113577,19.28255,19.743523,20.826303,18.163557,17.735294,16.761986,17.61719,16.932892,23.285511,24.324478,19.770056,21.653084,23.735636,16.820835,14.276412,22.522398,22.12495,16.248024,19.845066,18.963526,19.324278,22.19196,20.061478,21.440252,18.920568,21.46549,19.956099,19.74876,21.613667,23.14421,20.977797,23.065956,17.798239,16.783737,19.57626,17.198248,20.915264,20.090683,22.94662,18.334602,19.268486,21.441786,20.493603,20.088268,19.029856,21.448162,20.58439,21.86957,20.66788,22.02258,20.247799,18.55,21.791637,22.609531,19.401333,19.002771,16.473606,20.64902,16.999157,18.857077,17.820414,17.516819,18.612698,17.181202,21.534527,18.588987,17.610172,21.436966,19.62468,20.928183,20.538845,18.312408,20.388292,16.221828,20.22214,17.5056,22.564278,18.62315,21.271631,19.396496,21.437807,20.116846,19.38241,16.636963,23.468231,18.808157,21.507664,20.961468,19.662249,21.32817,20.957752,16.866104,19.764412,17.10169,21.418592,22.24011,16.72682,18.998346,19.825256,22.136599,20.343372,18.573093,20.922989,22.434948,21.423431,21.43868,19.977974,16.714033,22.777796,21.029016,22.415691,22.48172,20.139921,22.237015,19.217833,20.62746
