record_id,source,ionizable_lipid,helper_lipid,peg_lipid,cell_line,cargo_type,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,size_nm,PDI,zeta_mV,encap_eff_pct,N_P_ratio,Frac_sp3C,MW_Da,logP,HBD,HBA,pKa,TPSA,RotBonds,AromaticRings,efficacy_binary,efficacy_class,transfection_prob
LNPDB_04909,Moderna2021,A2-Iso5-2DC18,DOPC,DSPE-PEG2000,Huh7,saRNA,35.06,13.35,2.48,49.11,64.2,0.282,-24.1,90.0,6.39,0.568,716.3,8.68,3,7,7.19,42.4,5,2,0,Very Low,0.2183
LNPDB_04910,Rosenblum2020,Lipid5,DPPC,DMG-PEG2000,RAW264.7,pDNA,36.89,11.03,3.11,48.97,144.9,0.227,-17.4,91.8,4.96,0.75,609.7,10.81,1,7,7.06,63.1,12,1,0,Low,0.4819
LNPDB_04911,Fenton2016,DODAP,DSPC,DSPE-PEG2000,A549,mRNA,47.95,9.38,2.31,40.36,94.0,0.255,-11.6,68.8,5.23,0.602,605.2,10.06,2,3,6.34,68.1,16,2,1,High,0.514
LNPDB_04912,Maier2013,DODAP,DPPC,DMG-PEG2000,Huh7,mRNA,44.96,10.64,2.33,42.07,138.6,0.396,-6.5,71.1,6.42,0.764,592.7,7.8,0,6,6.49,79.6,10,2,0,Low,0.38
LNPDB_04913,Sabnis2018,DOTAP,DOPE,C14-PEG2000,RAW264.7,pDNA,40.95,9.95,3.11,45.99,122.7,0.109,-8.0,90.7,7.34,0.3,710.5,9.65,1,2,6.9,60.4,17,0,1,Very High,0.8396
LNPDB_04914,Maier2013,DLin-MC3-DMA,DSPC,C14-PEG2000,A549,mRNA,32.37,14.79,2.2,50.64,126.9,0.226,-3.0,93.2,5.3,0.527,639.6,9.01,2,6,5.49,47.7,15,0,0,Very Low,0.1423
LNPDB_04915,Rosenblum2020,MC3,DOPC,DMG-PEG2000,NIH3T3,siRNA,41.27,10.74,1.35,46.65,164.5,0.219,-17.2,82.2,4.12,0.777,602.1,8.05,0,4,6.32,69.0,7,0,1,High,0.6352
LNPDB_04916,Maier2013,C12-200,DSPC,DSPE-PEG2000,HUVEC,mRNA,46.38,10.0,3.18,40.45,103.7,0.362,2.4,63.8,6.11,0.434,705.6,5.9,2,7,4.5,63.2,10,2,0,Very Low,0.0456
LNPDB_04917,BioNTech2021,BAMEA-O16B,DOPE,DSPE-PEG2000,HepG2,siRNA,37.75,9.28,1.96,51.01,96.1,0.092,7.1,54.9,3.15,0.539,695.0,10.31,0,3,6.3,56.1,13,2,1,High,0.5236
LNPDB_04918,Kulkarni2021,SM-102,DOPC,DMG-PEG2000,HUVEC,siRNA,48.11,12.53,2.55,36.81,159.9,0.305,-3.5,92.4,4.35,0.655,727.7,6.98,0,2,5.93,68.5,7,2,0,Very Low,0.2488
LNPDB_04919,Maier2013,Lipid9,DOPC,DSPE-PEG2000,HUVEC,siRNA,47.76,12.12,2.0,38.12,128.4,0.4,-8.3,89.1,3.91,0.558,663.4,8.02,3,4,7.04,49.0,10,0,0,Very Low,0.1724
LNPDB_04920,Miao2020,MC3,DOPC,DMG-PEG2000,HeLa,mRNA,49.98,9.18,1.72,39.12,80.9,0.212,-5.6,79.0,6.42,0.501,599.4,7.24,3,2,5.6,43.5,11,1,0,Very Low,0.1661
LNPDB_04921,Billingsley2020,FTT5,DOPC,DMG-PEG2000,A549,mRNA,41.83,6.53,0.98,50.65,136.8,0.25,7.2,70.3,6.92,0.428,518.7,6.2,2,7,6.93,28.5,10,2,0,Low,0.2887
LNPDB_04922,Billingsley2020,A2-Iso5-2DC18,DSPE,C14-PEG2000,Huh7,siRNA,43.52,7.29,2.77,46.41,157.5,0.091,2.8,69.4,6.67,0.477,614.4,6.34,0,7,6.85,40.8,18,2,0,Low,0.4251
LNPDB_04923,BioNTech2021,Lipid5,DSPC,DSPE-PEG2000,HepG2,siRNA,48.49,9.45,0.5,41.57,50.2,0.062,1.9,68.1,4.79,0.659,732.2,7.21,0,6,6.7,40.9,19,0,0,Very Low,0.2452
LNPDB_04924,Sabnis2018,SM-102,DOPE,C14-PEG2000,HeLa,siRNA,42.68,14.05,3.54,39.73,68.8,0.229,-6.7,92.6,3.13,0.793,633.6,9.1,0,3,6.44,95.9,13,0,0,Low,0.4291
LNPDB_04925,Maier2013,BAMEA-O16B,DSPC,DSPE-PEG2000,MCF7,siRNA,36.99,9.25,3.33,50.43,78.4,0.4,-5.9,50.4,3.41,0.742,680.4,6.0,0,4,7.91,44.5,6,1,0,Very Low,0.198
LNPDB_04926,Patel2017,DLin-MC3-DMA,DOPE,DMG-PEG2000,MCF7,siRNA,37.31,8.22,1.77,52.7,124.2,0.268,-11.9,85.8,5.92,0.591,609.7,9.63,3,3,6.82,84.2,16,2,1,High,0.5153
LNPDB_04927,Rosenblum2020,L319,DOPE,C14-PEG2000,HeLa,mRNA,41.43,4.72,3.77,50.08,126.7,0.364,-13.8,83.2,3.85,0.504,554.8,7.56,1,7,5.4,29.4,5,1,0,Very Low,0.074
LNPDB_04928,Hassett2019,DOTAP,DSPE,DMG-PEG2000,MCF7,siRNA,32.26,14.54,4.15,49.05,116.9,0.12,-3.7,74.3,4.97,0.934,585.1,9.15,3,7,6.93,63.5,7,1,0,Very Low,0.0699
LNPDB_04929,Jayaraman2012,C12-200,DOPE,DSPE-PEG2000,HepG2,siRNA,39.14,11.71,2.28,46.87,130.1,0.07,-11.7,65.9,3.95,0.6,497.5,9.66,2,2,7.08,51.4,19,2,1,High,0.7492
LNPDB_04930,Maier2013,DODAP,DSPE,DSPE-PEG2000,RAW264.7,siRNA,46.58,12.39,2.83,38.2,71.7,0.306,-18.4,82.0,6.06,0.628,731.4,5.11,2,5,6.32,55.5,10,2,0,Low,0.3335
LNPDB_04931,Miao2020,Lipid9,DSPC,C14-PEG2000,Huh7,siRNA,26.85,12.89,2.61,57.65,69.6,0.396,0.9,73.9,4.07,0.566,674.3,9.01,1,3,5.87,80.4,11,1,0,Very Low,0.0711
LNPDB_04932,Dahlman2017,SM-102,DPPC,DMG-PEG2000,NIH3T3,mRNA,49.21,9.51,3.71,37.58,145.6,0.075,-9.1,67.4,7.84,0.447,744.7,10.06,1,6,6.44,54.7,14,2,0,Very Low,0.1355
LNPDB_04933,Dahlman2017,C12-200,DOPC,DMG-PEG2000,HepG2,siRNA,46.73,10.25,1.39,41.63,103.2,0.4,-1.2,93.8,4.3,0.534,647.3,9.72,0,5,6.31,57.8,14,1,0,Low,0.3956
LNPDB_04934,Hassett2019,BAMEA-O16B,DOPE,DSPE-PEG2000,Huh7,mRNA,37.24,14.47,2.32,45.97,143.7,0.329,-4.2,90.1,4.35,0.622,647.6,10.34,1,4,6.05,62.1,10,0,1,High,0.5202
LNPDB_04935,Moderna2021,BAMEA-O16B,DPPC,DMG-PEG2000,HUVEC,siRNA,43.26,10.54,3.24,42.97,81.1,0.222,-16.0,60.5,7.2,0.653,729.2,7.76,3,4,6.97,55.1,18,2,1,High,0.7254
LNPDB_04936,Billingsley2020,Lipid5,DOPE,C14-PEG2000,HUVEC,mRNA,40.02,11.76,3.15,45.07,72.8,0.345,-12.7,71.7,6.01,0.809,750.6,7.87,3,5,7.09,80.9,14,0,1,Very High,0.8142
LNPDB_04937,Dahlman2017,ALC-0315,DPPC,DSPE-PEG2000,HepG2,siRNA,47.38,12.61,2.47,37.54,68.3,0.175,-2.5,91.6,5.8,0.609,654.1,7.66,0,3,5.5,40.4,18,2,1,High,0.6479
LNPDB_04938,Rosenblum2020,Lipid9,DSPE,DSPE-PEG2000,Huh7,mRNA,45.9,11.93,3.61,38.56,127.2,0.05,-22.9,82.6,6.91,0.74,691.3,9.02,3,2,6.42,70.4,10,2,1,High,0.7209
LNPDB_04939,Fenton2016,C12-200,DPPC,DMG-PEG2000,RAW264.7,siRNA,31.6,9.62,2.69,56.1,140.4,0.107,-10.3,95.4,5.28,0.771,632.4,9.33,1,5,6.54,57.8,18,2,1,Very High,0.7745
LNPDB_04940,Miao2020,OF-02,DSPC,DSPE-PEG2000,HepG2,mRNA,43.52,9.9,2.59,43.99,117.6,0.288,-9.7,73.7,13.75,0.784,606.7,9.68,3,5,7.22,46.1,8,0,1,High,0.5264
LNPDB_04941,Sabnis2018,DOTAP,DPPC,DSPE-PEG2000,A549,mRNA,38.77,12.33,3.06,45.84,86.5,0.102,0.7,65.5,7.77,0.569,619.8,7.82,0,3,8.11,48.5,13,0,0,Low,0.3266
LNPDB_04942,Miao2020,DOTAP,DOPE,DMG-PEG2000,RAW264.7,saRNA,40.5,12.33,2.45,44.72,121.1,0.232,-5.6,76.2,2.71,0.62,545.7,6.13,2,3,5.59,45.2,14,1,1,High,0.72
LNPDB_04943,Hassett2019,OF-02,DOPC,DSPE-PEG2000,Huh7,siRNA,35.63,13.5,2.54,48.32,120.1,0.206,15.7,92.7,4.2,0.703,754.8,9.64,0,2,5.32,62.9,18,2,1,High,0.6193
LNPDB_04944,Patel2017,MC3,DOPC,DMG-PEG2000,HeLa,siRNA,50.49,11.65,1.87,35.99,54.5,0.09,-0.7,89.4,4.7,0.616,788.5,8.47,1,2,5.73,64.5,8,0,0,Very Low,0.2309
LNPDB_04945,Fenton2016,ALC-0315,DOPE,DMG-PEG2000,HepG2,mRNA,46.24,11.79,4.85,37.12,90.0,0.163,-8.7,89.7,3.35,0.42,658.3,7.67,0,6,5.39,58.5,16,1,0,Very Low,0.1183
LNPDB_04946,Hassett2019,DOTAP,DSPC,DMG-PEG2000,MCF7,siRNA,35.56,8.66,2.12,53.66,108.7,0.127,-6.1,90.4,4.81,0.622,626.4,8.03,1,5,6.2,64.0,6,2,1,High,0.534
LNPDB_04947,Miao2020,MC3,DSPE,DMG-PEG2000,RAW264.7,pDNA,31.99,8.26,3.08,56.67,139.4,0.378,-20.6,72.3,5.88,0.843,682.8,5.96,0,4,7.22,60.0,8,1,0,Very Low,0.1331
LNPDB_04948,Dahlman2017,DOTAP,DSPE,DSPE-PEG2000,RAW264.7,pDNA,37.69,12.34,4.03,45.95,97.5,0.218,-6.8,72.8,7.31,0.564,677.1,8.84,0,3,5.13,28.1,12,1,0,Very Low,0.2206
LNPDB_04949,Miao2020,L319,DSPC,DMG-PEG2000,Huh7,pDNA,42.61,8.28,1.43,47.69,104.6,0.081,-13.5,99.0,4.27,0.524,790.7,7.41,0,5,6.3,60.1,17,0,1,Very High,0.8874
LNPDB_04950,Jayaraman2012,MC3,DSPC,C14-PEG2000,HepG2,mRNA,41.44,9.94,2.99,45.63,98.0,0.245,-11.7,87.4,9.21,0.329,596.4,7.7,0,6,6.68,31.2,11,2,1,Very High,0.7841
LNPDB_04951,Hassett2019,Lipid5,DPPC,DMG-PEG2000,HUVEC,mRNA,47.52,14.14,2.52,35.83,108.3,0.095,-8.3,55.5,5.66,0.457,596.8,7.74,0,4,6.89,54.9,8,2,0,Very Low,0.1072
LNPDB_04952,Kulkarni2021,OF-02,DPPC,C14-PEG2000,HepG2,siRNA,44.74,13.66,3.94,37.66,66.3,0.102,7.8,80.7,11.49,0.521,668.3,9.61,1,6,7.35,56.5,7,2,0,Low,0.4314
LNPDB_04953,Maier2013,DOTAP,DSPE,DMG-PEG2000,MCF7,saRNA,45.82,10.91,1.77,41.5,83.4,0.05,4.4,51.5,4.42,0.68,631.5,6.37,2,7,6.99,62.4,8,1,0,Low,0.4306
LNPDB_04954,Kulkarni2021,OF-02,DSPC,C14-PEG2000,HeLa,mRNA,41.96,9.11,1.9,47.03,51.2,0.16,-11.1,77.4,4.26,0.723,618.7,6.46,2,7,6.74,62.9,5,0,1,Very High,0.8274
LNPDB_04955,Billingsley2020,SM-102,DSPC,C14-PEG2000,HepG2,mRNA,31.66,9.63,2.46,56.25,87.6,0.081,-20.9,78.7,8.77,0.3,591.9,8.63,3,5,7.17,77.4,10,1,0,Low,0.4525
LNPDB_04956,Semple2010,FTT5,DOPC,DMG-PEG2000,RAW264.7,siRNA,38.83,12.6,2.11,46.47,116.0,0.132,-7.8,76.7,17.05,0.622,625.4,6.21,3,4,6.66,80.1,8,2,1,High,0.6914
LNPDB_04957,Moderna2021,ALC-0315,DOPE,DSPE-PEG2000,HUVEC,mRNA,46.36,9.89,2.13,41.62,78.9,0.112,-16.7,66.5,4.07,0.428,585.1,7.43,2,6,7.63,51.5,16,2,1,High,0.5132
LNPDB_04958,Rosenblum2020,BAMEA-O16B,DSPE,DMG-PEG2000,RAW264.7,mRNA,39.69,8.33,4.12,47.86,92.7,0.116,-8.8,63.8,6.36,0.738,802.7,6.77,2,6,5.97,61.5,16,1,1,High,0.5641
LNPDB_04959,Fenton2016,C12-200,DSPE,DSPE-PEG2000,MCF7,pDNA,43.02,13.65,2.6,40.73,112.4,0.084,-9.8,65.3,4.59,0.3,631.7,8.44,0,4,5.82,69.5,15,1,1,High,0.7024
LNPDB_04960,Sabnis2018,Lipid9,DOPC,DSPE-PEG2000,NIH3T3,pDNA,38.09,10.54,1.87,49.5,226.3,0.071,2.5,64.1,5.42,0.394,651.6,7.75,2,2,5.68,81.2,7,2,0,Very Low,0.1955
LNPDB_04961,BioNTech2021,SM-102,DPPC,C14-PEG2000,HUVEC,mRNA,33.82,8.27,2.19,55.72,97.6,0.102,1.4,84.0,4.69,0.87,624.2,6.43,1,2,6.73,84.9,10,0,0,Low,0.4929
LNPDB_04962,Dahlman2017,BAMEA-O16B,DOPC,DSPE-PEG2000,HeLa,saRNA,39.26,11.44,2.82,46.48,124.1,0.232,-7.2,86.7,2.88,0.498,710.2,6.03,1,7,6.61,59.8,18,1,1,High,0.7181
LNPDB_04963,Fenton2016,FTT5,DSPC,C14-PEG2000,HepG2,mRNA,41.85,12.91,2.77,42.46,94.5,0.312,-3.8,90.4,7.28,0.483,698.1,8.26,2,6,5.81,70.6,14,1,1,High,0.5616
LNPDB_04964,Maier2013,DOTAP,DSPE,DSPE-PEG2000,NIH3T3,siRNA,36.07,6.98,2.04,54.92,111.3,0.4,-2.2,77.7,5.15,0.893,694.0,8.53,2,5,5.97,86.8,8,1,1,Very High,0.7651
LNPDB_04965,Moderna2021,L319,DOPE,DSPE-PEG2000,HepG2,saRNA,38.59,9.4,1.2,50.82,99.2,0.05,-11.8,90.4,5.38,0.477,646.1,8.31,3,7,7.33,84.5,5,2,1,Very High,0.9044
LNPDB_04966,Kauffman2015,OF-02,DPPC,DMG-PEG2000,NIH3T3,pDNA,34.36,9.26,2.46,53.92,88.1,0.189,-23.7,74.4,3.57,0.72,603.8,7.82,3,3,7.29,57.8,19,0,0,Low,0.273
LNPDB_04967,Patel2017,FTT5,DOPE,C14-PEG2000,HepG2,mRNA,46.72,11.36,2.44,39.49,94.1,0.224,2.6,79.6,6.81,0.633,554.8,8.62,1,3,4.58,66.3,17,0,0,Very Low,0.175
LNPDB_04968,Hassett2019,OF-02,DOPC,DSPE-PEG2000,HeLa,pDNA,38.23,11.9,1.98,47.89,145.4,0.112,0.6,88.4,3.84,0.488,637.4,8.49,1,5,6.78,55.3,14,2,0,Low,0.4127
LNPDB_04969,Moderna2021,BAMEA-O16B,DOPC,DSPE-PEG2000,NIH3T3,mRNA,48.72,8.35,3.52,39.41,109.1,0.128,-2.6,69.2,14.35,0.547,525.3,6.59,0,2,4.86,70.0,9,2,0,Very Low,0.0528
LNPDB_04970,Moderna2021,ALC-0315,DPPC,DSPE-PEG2000,HUVEC,siRNA,49.17,5.52,2.96,42.35,69.8,0.21,1.2,83.7,4.82,0.703,608.2,8.6,1,4,5.9,65.8,18,2,0,Very Low,0.1099
LNPDB_04971,Sabnis2018,A2-Iso5-2DC18,DOPC,DMG-PEG2000,RAW264.7,mRNA,39.51,13.1,2.61,44.78,88.0,0.311,-11.2,87.9,7.44,0.511,648.7,8.18,0,3,7.34,50.5,10,1,0,Low,0.3059
LNPDB_04972,Sabnis2018,C12-200,DSPE,C14-PEG2000,HUVEC,siRNA,33.95,6.64,2.21,57.2,76.5,0.176,-10.2,85.6,9.05,0.774,752.2,9.75,0,3,7.08,55.6,15,0,0,Low,0.402
LNPDB_04973,Maier2013,SM-102,DOPE,DMG-PEG2000,HeLa,mRNA,27.48,10.81,3.89,57.82,132.1,0.315,-15.0,88.3,3.39,0.455,620.4,7.94,1,5,5.79,55.2,14,1,0,Very Low,0.0218
LNPDB_04974,Hassett2019,Lipid9,DSPE,C14-PEG2000,NIH3T3,pDNA,31.17,9.6,1.58,57.65,79.6,0.278,-1.4,77.3,3.78,0.721,569.5,9.22,2,6,6.87,65.8,14,1,0,Low,0.2813
LNPDB_04975,Miao2020,DODAP,DOPC,C14-PEG2000,Huh7,siRNA,31.76,10.49,2.1,55.65,129.5,0.226,-3.3,94.3,5.14,0.387,599.2,8.11,3,6,5.91,55.4,16,0,0,Low,0.4874
LNPDB_04976,Jayaraman2012,C12-200,DSPC,C14-PEG2000,RAW264.7,siRNA,48.27,14.95,2.14,34.64,134.0,0.094,-5.4,65.2,5.09,0.66,650.7,7.74,2,2,5.53,55.8,17,0,0,Low,0.2541
LNPDB_04977,Rosenblum2020,C12-200,DOPE,C14-PEG2000,HeLa,siRNA,40.69,19.11,2.74,37.45,104.4,0.076,-4.5,78.5,4.22,0.513,661.8,7.02,3,3,6.21,68.6,19,1,0,Low,0.2566
LNPDB_04978,Hassett2019,OF-02,DOPC,DSPE-PEG2000,HeLa,mRNA,42.34,5.1,3.03,49.53,117.7,0.193,-14.6,83.8,3.82,0.701,570.1,6.98,0,3,6.72,36.6,17,0,1,High,0.5561
LNPDB_04979,Dahlman2017,MC3,DOPE,DMG-PEG2000,HUVEC,siRNA,26.68,12.95,1.43,58.94,86.0,0.219,-11.3,95.3,8.35,0.752,766.1,6.79,2,2,6.64,68.4,14,0,0,Very Low,0.1472
LNPDB_04980,Patel2017,OF-02,DOPC,C14-PEG2000,MCF7,pDNA,32.81,9.53,1.95,55.7,129.0,0.22,-12.3,85.3,4.83,0.681,564.5,8.61,0,3,5.62,48.3,6,0,1,High,0.5247
LNPDB_04981,Maier2013,Lipid5,DSPC,DSPE-PEG2000,HeLa,mRNA,45.32,13.14,2.86,38.68,68.9,0.12,2.3,75.6,3.67,0.507,555.0,8.56,0,2,6.15,52.2,15,0,0,Low,0.3266
LNPDB_04982,Moderna2021,DLin-MC3-DMA,DOPC,DMG-PEG2000,HeLa,siRNA,41.72,12.87,1.97,43.44,87.0,0.39,-15.2,87.0,3.93,0.737,577.4,7.0,0,3,4.84,58.2,11,2,0,Low,0.2684
LNPDB_04983,Miao2020,L319,DPPC,C14-PEG2000,MCF7,mRNA,39.12,14.23,2.18,44.48,91.2,0.068,-4.8,72.4,7.13,0.415,728.5,7.99,0,3,6.7,41.9,15,2,1,High,0.7423
LNPDB_04984,Jayaraman2012,SM-102,DOPE,DSPE-PEG2000,RAW264.7,pDNA,43.39,10.85,2.64,43.12,134.4,0.255,2.3,98.1,6.84,0.56,542.3,9.02,0,4,5.67,48.9,17,2,1,High,0.7481
LNPDB_04985,Moderna2021,MC3,DSPC,DMG-PEG2000,RAW264.7,mRNA,49.81,7.33,1.72,41.14,166.8,0.107,-8.3,72.1,2.17,0.803,680.8,8.36,3,4,6.54,52.9,8,1,0,Low,0.3861
LNPDB_04986,Miao2020,BAMEA-O16B,DOPE,C14-PEG2000,HepG2,siRNA,38.67,12.78,2.72,45.82,87.2,0.209,4.2,89.0,5.81,0.36,565.1,10.58,1,5,7.41,61.4,16,1,1,High,0.5052
LNPDB_04987,Kulkarni2021,DLin-MC3-DMA,DOPE,DSPE-PEG2000,A549,siRNA,40.42,10.35,2.99,46.24,97.1,0.066,-8.7,88.7,4.45,0.438,422.0,7.48,3,5,7.03,54.3,12,0,1,Very High,0.7853
LNPDB_04988,Billingsley2020,Lipid9,DOPC,DSPE-PEG2000,NIH3T3,siRNA,41.16,9.3,2.53,47.02,70.2,0.186,5.7,73.0,10.67,0.586,634.1,8.2,1,7,6.77,67.7,10,2,0,Low,0.3819
LNPDB_04989,Jayaraman2012,cKK-E12,DOPE,DMG-PEG2000,NIH3T3,siRNA,54.35,8.57,3.64,33.44,97.5,0.226,-3.6,94.6,11.83,0.859,533.1,8.39,3,7,5.34,71.0,16,1,0,Very Low,0.0441
LNPDB_04990,Moderna2021,BAMEA-O16B,DPPC,C14-PEG2000,NIH3T3,pDNA,27.4,13.02,3.08,56.5,139.2,0.14,-1.9,95.7,5.38,0.444,624.8,8.81,2,2,6.15,72.3,10,0,0,Very Low,0.0825
LNPDB_04991,Hassett2019,C12-200,DPPC,DSPE-PEG2000,Huh7,mRNA,44.1,14.81,2.47,38.62,58.3,0.059,-8.8,83.9,6.13,0.648,645.3,8.36,3,6,5.58,47.6,9,2,1,Very High,0.8789
LNPDB_04992,Billingsley2020,SM-102,DOPE,DMG-PEG2000,HepG2,siRNA,39.31,6.41,2.24,52.03,100.6,0.357,-8.7,70.5,9.02,0.674,660.7,8.89,2,4,6.16,57.8,15,2,0,Low,0.4438
LNPDB_04993,BioNTech2021,cKK-E12,DOPE,C14-PEG2000,MCF7,mRNA,43.4,11.87,3.9,40.83,124.0,0.13,-7.6,76.8,8.48,0.789,612.2,8.0,3,3,4.85,55.4,12,0,0,Very Low,0.1163
LNPDB_04994,Moderna2021,ALC-0315,DOPE,C14-PEG2000,NIH3T3,siRNA,36.06,8.88,1.97,53.09,101.7,0.249,-2.4,86.2,6.41,0.822,671.2,6.53,1,7,5.57,54.0,18,1,0,Low,0.3999
LNPDB_04995,Kulkarni2021,FTT5,DOPC,DSPE-PEG2000,Huh7,mRNA,39.71,5.6,2.28,52.41,94.5,0.051,-8.7,69.3,5.41,0.534,714.0,8.79,2,4,5.57,42.8,16,0,0,Very Low,0.235
LNPDB_04996,Jayaraman2012,DLin-MC3-DMA,DSPC,DMG-PEG2000,HUVEC,pDNA,44.27,10.44,2.17,43.12,130.1,0.139,-7.8,72.1,4.42,0.508,547.7,10.93,0,6,6.4,46.0,14,2,1,High,0.7104
LNPDB_04997,Jayaraman2012,DOTAP,DSPE,C14-PEG2000,MCF7,saRNA,55.0,7.5,2.82,34.68,78.5,0.126,-14.7,97.8,14.58,0.648,558.7,7.49,1,4,7.77,47.7,13,0,0,Very Low,0.0424
LNPDB_04998,Kauffman2015,DOTAP,DSPE,DSPE-PEG2000,RAW264.7,saRNA,44.85,5.27,4.3,45.58,79.1,0.324,-3.8,92.4,9.27,0.733,606.5,7.65,2,4,7.03,67.9,18,0,0,Very Low,0.0338
LNPDB_04999,Dahlman2017,DOTAP,DSPC,DSPE-PEG2000,RAW264.7,saRNA,34.91,7.65,2.7,54.74,57.5,0.05,-4.4,70.0,8.48,0.415,680.1,9.59,1,6,5.64,66.6,13,0,0,Low,0.4003
LNPDB_05000,Semple2010,C12-200,DOPE,DMG-PEG2000,MCF7,saRNA,37.46,6.92,2.24,53.38,110.3,0.105,5.7,72.6,20.0,0.721,626.8,9.12,3,4,6.79,40.5,13,2,1,Very High,0.7973
LNPDB_05001,Miao2020,BAMEA-O16B,DOPC,DSPE-PEG2000,HeLa,saRNA,37.28,8.06,2.65,52.01,106.9,0.056,5.5,85.4,6.45,0.81,712.8,8.44,3,4,5.59,70.0,5,0,1,High,0.508
LNPDB_05002,Maier2013,C12-200,DSPE,DMG-PEG2000,Huh7,pDNA,30.22,6.23,1.5,62.05,84.2,0.283,0.9,57.5,4.26,0.424,666.4,10.02,1,2,8.23,67.7,9,2,0,Very Low,0.0557
LNPDB_05003,Jayaraman2012,A2-Iso5-2DC18,DOPE,DSPE-PEG2000,NIH3T3,mRNA,38.02,8.81,2.35,50.82,76.5,0.219,-14.7,87.5,4.86,0.78,502.8,9.31,1,7,6.24,53.8,13,2,0,Low,0.4703
LNPDB_05004,Kulkarni2021,OF-02,DPPC,DMG-PEG2000,A549,mRNA,44.4,7.86,3.86,43.88,98.6,0.214,-9.3,82.2,3.49,0.426,577.1,8.52,1,3,6.08,66.9,6,0,0,Very Low,0.1936
LNPDB_05005,Hassett2019,DOTAP,DSPC,DSPE-PEG2000,HeLa,saRNA,32.35,11.13,3.03,53.49,102.9,0.253,-8.6,56.7,6.76,0.491,713.2,8.37,3,5,5.91,37.7,17,0,0,Very Low,0.198
LNPDB_05006,Kauffman2015,MC3,DSPE,DMG-PEG2000,HeLa,siRNA,46.29,11.78,3.48,38.44,69.8,0.4,3.3,89.8,3.78,0.797,635.1,5.4,0,3,6.01,100.7,6,1,0,Very Low,0.1032
LNPDB_05007,Billingsley2020,DLin-MC3-DMA,DPPC,DSPE-PEG2000,A549,siRNA,42.93,10.78,3.31,42.98,55.8,0.236,4.3,74.3,7.15,0.613,622.3,8.91,1,6,7.03,50.4,17,1,0,Low,0.3843
LNPDB_05008,Kauffman2015,MC3,DPPC,C14-PEG2000,Huh7,pDNA,35.59,9.29,1.93,53.18,59.6,0.096,-3.6,80.1,10.66,0.463,507.0,7.02,1,2,6.68,65.3,6,2,1,Very High,0.8323
LNPDB_05009,Billingsley2020,ALC-0315,DSPE,DSPE-PEG2000,MCF7,mRNA,39.15,9.21,4.03,47.61,64.7,0.109,-16.5,88.7,8.56,0.872,550.1,8.31,2,5,6.12,52.7,6,0,1,High,0.6649
LNPDB_05010,Rosenblum2020,A2-Iso5-2DC18,DOPE,DSPE-PEG2000,NIH3T3,mRNA,49.59,7.49,1.08,41.84,69.7,0.085,4.8,80.3,5.72,0.72,789.4,8.34,3,4,8.21,54.2,18,2,0,Very Low,0.2261
LNPDB_05011,Kulkarni2021,cKK-E12,DOPC,DSPE-PEG2000,A549,mRNA,44.4,7.56,2.77,45.27,97.5,0.4,-16.6,81.1,4.52,0.481,639.2,7.44,2,4,5.69,90.1,13,0,0,Very Low,0.1538
LNPDB_05012,Hassett2019,FTT5,DOPC,C14-PEG2000,NIH3T3,pDNA,40.05,12.11,0.85,46.98,102.6,0.099,-8.2,81.3,6.42,0.6,663.1,6.42,1,5,6.96,46.2,8,2,1,Very High,0.9229
LNPDB_05013,BioNTech2021,ALC-0315,DPPC,DSPE-PEG2000,HepG2,mRNA,38.57,4.72,1.13,55.58,95.1,0.134,1.4,67.3,7.54,0.556,679.7,7.03,3,7,6.5,26.1,5,2,0,Low,0.4529
LNPDB_05014,BioNTech2021,SM-102,DOPE,DSPE-PEG2000,NIH3T3,siRNA,40.46,9.76,3.25,46.53,111.4,0.113,4.6,88.2,3.57,0.454,548.0,8.29,0,3,8.08,81.9,7,2,1,Very High,0.8041
LNPDB_05015,Moderna2021,DLin-MC3-DMA,DOPC,C14-PEG2000,HepG2,saRNA,36.93,9.03,1.95,52.09,112.8,0.183,-3.7,83.5,6.84,0.731,466.9,5.87,0,6,6.14,32.5,9,1,0,Low,0.4133
LNPDB_05016,Patel2017,BAMEA-O16B,DOPC,C14-PEG2000,A549,pDNA,27.37,11.8,3.5,57.34,110.4,0.166,-7.4,77.7,4.64,0.662,667.0,7.6,1,6,5.76,72.3,11,0,0,Very Low,0.1075
LNPDB_05017,Dahlman2017,L319,DOPE,DMG-PEG2000,HepG2,siRNA,52.25,5.72,0.76,41.26,102.7,0.39,-13.1,79.8,3.52,0.524,671.8,11.88,1,4,6.6,59.2,14,2,0,Very Low,0.094
LNPDB_05018,Rosenblum2020,Lipid5,DSPC,DMG-PEG2000,HeLa,pDNA,40.93,10.04,2.43,46.6,72.8,0.102,-10.4,79.4,3.85,0.818,760.8,9.12,2,4,6.94,49.4,16,2,1,Very High,0.8035
LNPDB_05019,Kulkarni2021,A2-Iso5-2DC18,DPPC,DSPE-PEG2000,HepG2,mRNA,42.39,11.03,1.53,45.05,67.0,0.05,-9.6,86.7,2.66,0.682,620.4,8.56,3,4,5.67,59.7,13,0,0,Low,0.4366
