record_id,source,ionizable_lipid,helper_lipid,peg_lipid,cargo_type,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,MW_gmol,LogP,HBD,HBA,RotBonds,TPSA,Frac_sp3C,N_rings,N_arom_rings,pKa_head,size_nm,PDI,zeta_mV,encap_eff_pct,transfection_prob,efficacy_class,efficacy_binary
LNP_02361,Hajj2019,SM-102,DPPC,PEG2000-DMG,pDNA,Jurkat,17.12,59.69,20.03,3.16,597.3,10.334,3.0,4.0,17.0,76.68,0.6708,3.0,2.0,5.84,84.0,0.1391,-8.6,74.7,0.3934,Medium,0
LNP_02362,Billingsley2020,BAMEA-O16B,DSPE,PEG2000-DSG,saRNA,Jurkat,35.46,43.33,17.92,3.29,569.6,5.553,1.0,5.0,15.0,53.52,0.5354,0.0,0.0,6.39,77.0,0.1162,-1.9,86.3,0.0934,Low,0
LNP_02363,Kulkarni2019,OF-02,DOPC,PEG2000-DSPE,mRNA,RAW264.7,29.57,43.2,23.68,3.56,616.0,5.258,1.0,7.0,11.0,82.6,0.3524,0.0,2.0,7.47,38.9,0.2521,-27.0,94.5,0.0916,Low,0
LNP_02364,Jayaraman2012,A18-Iso5-2DC18,DOPC,PEG2000-DMG,saRNA,HEK293,48.22,31.2,18.55,2.02,591.5,13.015,4.0,8.0,18.0,79.4,0.565,1.0,1.0,5.61,39.0,0.1084,0.7,76.4,0.7064,High,1
LNP_02365,Hajj2019,cKK-E12,DPPC,PEG2000-DSG,siRNA,MCF7,40.46,44.88,11.26,3.4,875.1,9.526,3.0,8.0,24.0,30.33,0.7285,3.0,0.0,7.3,124.4,0.1169,-20.0,82.8,0.782,High,1
LNP_02366,Dahlman2017,BAMEA-O16B,DSPC,PEG1000-DMG,pDNA,A549,40.91,45.15,12.21,1.73,699.5,8.026,0.0,4.0,10.0,80.48,0.5309,0.0,0.0,4.37,46.2,0.1796,-15.5,84.5,0.3849,Medium,0
LNP_02367,Sabnis2018,cKK-E12,DOPE,PEG2000-DMG,mRNA,HEK293,17.29,56.95,24.74,1.01,687.5,7.534,1.0,8.0,16.0,54.73,0.4608,3.0,1.0,5.15,98.5,0.1118,-19.9,69.8,0.5142,Medium,1
LNP_02368,Kauffman2015,cKK-E12,DOPE,PEG2000-DSPE,siRNA,HEK293,30.32,55.76,10.94,2.98,668.3,8.02,3.0,4.0,19.0,66.59,0.4837,3.0,0.0,7.7,71.1,0.0974,-13.9,85.6,0.2192,Low,0
LNP_02369,Kauffman2015,DODMA,DPPC,PEG1000-DMG,mRNA,HEK293,29.12,49.95,19.33,1.6,703.3,8.604,4.0,4.0,23.0,80.8,0.6152,2.0,2.0,5.3,112.2,0.0658,-22.1,84.9,0.7367,High,1
LNP_02370,Semple2010,Lipid5,DOPC,PEG2000-DSG,siRNA,MCF7,38.99,39.23,19.98,1.8,337.6,5.496,3.0,2.0,8.0,88.96,0.5171,0.0,2.0,8.22,109.4,0.1108,3.7,73.2,0.828,High,1
LNP_02371,Sabnis2018,DOTAP,DOPE,PEG2000-DMG,siRNA,PC3,26.37,57.98,13.33,2.32,489.5,5.244,1.0,4.0,21.0,37.47,0.3701,3.0,2.0,5.84,213.3,0.0947,11.0,69.1,0.1905,Low,0
LNP_02372,Sabnis2018,Lipid5,DSPE,PEG1000-DMG,mRNA,PC3,42.98,33.98,20.08,2.96,724.9,9.31,3.0,9.0,11.0,52.45,0.5396,3.0,1.0,7.56,67.9,0.1627,-19.9,80.2,0.2393,Low,0
LNP_02373,Billingsley2020,DOTAP,DSPE,PEG1000-DMG,mRNA,MCF7,36.48,39.25,21.22,3.05,529.1,5.491,0.0,2.0,15.0,46.55,0.6463,2.0,1.0,6.64,118.6,0.1846,-0.1,75.7,0.2412,Low,0
LNP_02374,Patel2017,IM-23,DSPE,PEG1000-DMG,siRNA,RAW264.7,27.71,45.4,24.64,2.25,854.8,7.56,4.0,2.0,23.0,56.17,0.6971,3.0,2.0,6.86,130.9,0.1701,-1.7,83.0,0.6658,Medium,1
LNP_02375,Kulkarni2019,L319,DOPE,PEG2000-DSG,ASO,Huh7,23.35,52.14,21.88,2.63,827.8,7.792,0.0,4.0,12.0,30.82,0.6403,1.0,2.0,7.31,75.7,0.2242,-27.7,70.1,0.3826,Medium,0
LNP_02376,Miao2020,DODMA,DOPC,PEG1000-DMG,siRNA,Jurkat,38.19,38.15,22.48,1.17,691.7,6.761,1.0,6.0,16.0,83.31,0.424,1.0,0.0,5.14,113.5,0.1782,-0.9,99.5,0.5806,Medium,1
LNP_02377,Maier2013,Lipid5,DSPC,PEG1000-DMG,pDNA,HeLa,30.23,51.86,15.86,2.06,655.4,6.784,1.0,9.0,17.0,39.08,0.5366,3.0,2.0,6.35,173.6,0.2335,-10.5,88.9,0.3244,Low,0
LNP_02378,Dahlman2017,Lipid5,DSPE,PEG2000-DSPE,saRNA,RAW264.7,56.82,28.53,12.34,2.32,523.1,4.72,4.0,7.0,17.0,66.01,0.4835,3.0,0.0,6.97,82.6,0.1732,-17.7,58.0,0.1397,Low,0
LNP_02379,Lokugamage2019,BAMEA-O16B,DSPE,PEG1000-DMG,siRNA,HEK293,6.11,63.21,27.6,3.08,668.4,8.307,0.0,3.0,19.0,57.87,0.5561,2.0,2.0,5.91,127.1,0.1052,-17.4,86.4,0.447,Medium,0
LNP_02380,Hassett2019,DODAP,DPPC,PEG2000-DMG,pDNA,HeLa,43.09,41.19,14.47,1.25,658.4,11.035,1.0,3.0,15.0,59.48,0.4513,3.0,0.0,6.14,100.8,0.0907,-17.4,79.6,0.6601,Medium,1
LNP_02381,Lokugamage2019,L319,DPPC,PEG2000-DSG,siRNA,Jurkat,19.98,56.56,19.86,3.6,602.5,6.229,4.0,3.0,7.0,69.21,0.5758,3.0,1.0,6.38,67.8,0.2261,-8.5,74.2,0.1096,Low,0
LNP_02382,Sabnis2018,Lipid5,DSPE,PEG2000-DSG,mRNA,A549,57.45,26.41,15.28,0.86,654.2,6.869,2.0,9.0,5.0,39.1,0.6509,0.0,1.0,6.54,145.1,0.0959,-7.8,90.4,0.0488,Low,0
LNP_02383,Patel2017,IM-23,DSPE,PEG1000-DMG,mRNA,MCF7,37.82,30.37,28.81,3.0,525.2,10.782,3.0,5.0,11.0,60.1,0.5015,0.0,1.0,6.34,130.1,0.191,0.8,76.9,0.2895,Low,0
LNP_02384,Lokugamage2019,IM-23,DPPC,PEG2000-DSPE,saRNA,Jurkat,15.21,61.34,21.76,1.69,672.6,4.723,2.0,5.0,13.0,73.73,0.6714,3.0,0.0,4.93,108.8,0.1331,-18.8,77.1,0.1608,Low,0
LNP_02385,Billingsley2020,DODMA,DOPE,PEG1000-DMG,saRNA,HeLa,43.98,32.12,22.03,1.88,399.1,10.997,0.0,4.0,16.0,42.74,0.581,2.0,2.0,7.22,103.2,0.0948,-11.7,66.2,0.1766,Low,0
LNP_02386,Kauffman2015,ALC-0315,DSPC,PEG1000-DMG,siRNA,PC3,27.49,52.68,18.73,1.1,483.6,14.427,2.0,2.0,23.0,65.88,0.6076,2.0,0.0,6.38,137.6,0.1431,24.7,87.6,0.2407,Low,0
LNP_02387,Dahlman2017,FTT5,DSPC,PEG1000-DMG,ASO,HEK293,23.97,56.68,15.56,3.78,736.4,8.659,2.0,6.0,12.0,75.08,0.62,3.0,1.0,6.75,123.8,0.085,11.7,82.6,0.3315,Medium,0
LNP_02388,Hassett2019,DODMA,DPPC,PEG2000-DSPE,mRNA,Huh7,45.88,37.46,14.57,2.08,708.2,8.628,4.0,4.0,24.0,63.89,0.4834,1.0,2.0,6.99,115.3,0.0854,0.6,92.6,0.6259,Medium,1
LNP_02389,Akinc2008,BAMEA-O16B,DSPE,PEG1000-DMG,siRNA,HeLa,25.24,59.55,13.8,1.4,692.4,7.986,3.0,7.0,18.0,52.95,0.3126,1.0,2.0,6.16,104.9,0.1574,-30.2,75.4,0.0813,Low,0
LNP_02390,Billingsley2020,OF-02,DSPE,PEG2000-DSPE,pDNA,PC3,19.88,50.92,27.04,2.15,535.0,9.26,1.0,5.0,12.0,34.21,0.7098,3.0,1.0,5.76,65.8,0.1251,-17.5,78.3,0.7474,High,1
LNP_02391,Dahlman2017,FTT5,DSPE,PEG2000-DSPE,siRNA,HEK293,22.44,56.35,19.65,1.56,518.0,5.627,3.0,8.0,10.0,97.45,0.5097,0.0,1.0,7.62,94.6,0.1827,-6.2,67.6,0.1985,Low,0
LNP_02392,Hassett2019,DLin-MC3-DMA,DSPC,PEG1000-DMG,pDNA,HeLa,35.16,40.36,21.66,2.83,651.2,7.653,2.0,3.0,22.0,29.13,0.5979,1.0,0.0,6.74,52.6,0.0861,-22.2,83.8,0.394,Medium,0
LNP_02393,Jayaraman2012,FTT5,DOPE,PEG2000-DSG,mRNA,PC3,33.72,36.61,27.43,2.24,603.5,11.336,4.0,6.0,18.0,51.9,0.5851,3.0,0.0,5.73,71.4,0.153,-20.6,93.2,0.938,High,1
LNP_02394,Kulkarni2019,SM-102,DSPC,PEG2000-DSPE,saRNA,HeLa,20.14,52.31,26.31,1.23,584.8,8.292,0.0,3.0,10.0,40.24,0.6706,3.0,0.0,6.63,202.9,0.1308,11.8,86.7,0.4472,Medium,0
LNP_02395,Sabnis2018,Lipid5,DOPE,PEG1000-DMG,mRNA,Jurkat,28.67,57.11,12.86,1.35,654.8,8.896,2.0,5.0,23.0,26.36,0.647,1.0,2.0,7.56,157.9,0.1598,3.5,66.8,0.2081,Low,0
LNP_02396,Kauffman2015,DLin-MC3-DMA,DSPE,PEG2000-DMG,mRNA,PC3,19.92,48.18,30.78,1.12,622.9,7.539,2.0,9.0,14.0,67.9,0.5397,3.0,0.0,6.61,93.1,0.0712,-13.7,69.1,0.4119,Medium,0
LNP_02397,Jayaraman2012,C12-200,DSPE,PEG2000-DMG,ASO,RAW264.7,6.64,62.12,28.77,2.47,654.4,11.398,1.0,6.0,8.0,36.95,0.6567,2.0,2.0,6.07,128.0,0.0746,-31.1,87.5,0.139,Low,0
LNP_02398,Miao2020,IM-23,DOPE,PEG2000-DSG,siRNA,PC3,19.05,56.0,21.45,3.5,633.7,9.213,4.0,9.0,18.0,64.97,0.6736,2.0,1.0,7.72,61.3,0.4049,16.6,93.4,0.1133,Low,0
LNP_02399,Hassett2019,DODAP,DOPC,PEG1000-DMG,mRNA,Jurkat,11.54,61.05,25.35,2.06,540.6,7.436,0.0,8.0,15.0,63.26,0.4005,0.0,0.0,6.01,106.9,0.1107,-3.5,95.4,0.7623,High,1
LNP_02400,Billingsley2020,DOTAP,DOPE,PEG1000-DMG,mRNA,RAW264.7,16.22,64.11,18.5,1.17,522.2,6.688,2.0,5.0,17.0,68.82,0.4378,2.0,0.0,6.92,61.4,0.0874,1.1,74.1,0.3637,Medium,0
LNP_02401,Hassett2019,L319,DSPE,PEG1000-DMG,mRNA,A549,29.72,58.64,11.06,0.58,699.9,7.496,1.0,8.0,5.0,74.81,0.3952,3.0,1.0,5.28,76.0,0.0936,-13.0,96.6,0.5773,Medium,1
LNP_02402,Kulkarni2019,A18-Iso5-2DC18,DOPE,PEG2000-DMG,siRNA,HeLa,22.89,52.6,21.35,3.17,646.3,8.606,3.0,9.0,7.0,76.8,0.3252,3.0,1.0,6.76,111.6,0.1872,-5.9,73.1,0.1004,Low,0
LNP_02403,Dahlman2017,OF-02,DOPE,PEG2000-DSPE,siRNA,A549,43.87,32.94,21.44,1.75,661.1,11.331,2.0,8.0,16.0,70.08,0.501,2.0,0.0,5.96,198.3,0.1813,1.9,88.6,0.4811,Medium,0
LNP_02404,Kauffman2015,IM-23,DOPC,PEG1000-DMG,mRNA,Jurkat,20.87,65.37,11.47,2.29,617.7,7.294,2.0,4.0,24.0,62.66,0.5134,1.0,0.0,6.2,69.0,0.2114,12.8,86.3,0.3886,Medium,0
LNP_02405,Hassett2019,Lipid5,DSPE,PEG2000-DSG,siRNA,HeLa,41.07,38.81,18.68,1.44,744.3,11.145,4.0,3.0,17.0,75.8,0.6282,0.0,1.0,5.45,155.5,0.1443,-5.8,96.3,0.8571,High,1
LNP_02406,Billingsley2020,C12-200,DSPC,PEG2000-DMG,mRNA,A549,34.1,44.17,19.88,1.86,493.9,6.995,1.0,5.0,24.0,28.12,0.4152,1.0,1.0,7.3,74.4,0.1084,-9.1,85.9,0.2525,Low,0
LNP_02407,Lokugamage2019,DODAP,DSPE,PEG2000-DSG,ASO,Jurkat,42.04,38.11,17.07,2.78,557.1,5.486,3.0,8.0,17.0,36.57,0.4348,2.0,2.0,7.24,127.4,0.0593,-3.2,80.8,0.8432,High,1
LNP_02408,Kulkarni2019,OF-02,DSPE,PEG1000-DMG,pDNA,PC3,33.2,45.82,18.96,2.01,677.8,10.256,4.0,3.0,7.0,61.67,0.5962,1.0,2.0,7.33,96.0,0.2144,-13.1,65.0,0.2112,Low,0
LNP_02409,Hassett2019,ALC-0315,DOPC,PEG2000-DSPE,siRNA,MCF7,36.42,38.89,23.53,1.16,798.6,11.653,0.0,3.0,20.0,104.34,0.4206,3.0,0.0,5.75,158.4,0.1954,-38.2,76.9,0.2508,Low,0
LNP_02410,Lokugamage2019,C12-200,DPPC,PEG2000-DMG,saRNA,RAW264.7,24.46,50.67,22.08,2.79,563.2,10.268,1.0,2.0,16.0,82.33,0.6441,1.0,0.0,7.75,100.3,0.0788,12.3,89.4,0.7672,High,1
LNP_02411,Semple2010,DODMA,DPPC,PEG2000-DSPE,pDNA,A549,23.34,57.06,17.74,1.86,785.6,5.968,2.0,7.0,14.0,66.26,0.441,2.0,2.0,6.88,130.0,0.1394,-10.8,89.7,0.7733,High,1
LNP_02412,Semple2010,OF-02,DPPC,PEG2000-DSG,mRNA,RAW264.7,24.91,49.64,23.05,2.4,692.6,6.855,4.0,4.0,17.0,62.82,0.4975,0.0,0.0,6.32,72.6,0.1643,-4.3,82.3,0.6168,Medium,1
LNP_02413,Kulkarni2019,DLin-MC3-DMA,DPPC,PEG1000-DMG,pDNA,MCF7,41.2,40.52,14.68,3.6,543.4,9.372,3.0,3.0,7.0,87.16,0.5166,0.0,0.0,6.27,102.1,0.0837,-1.9,89.5,0.5448,Medium,1
LNP_02414,Miao2020,cKK-E12,DOPE,PEG2000-DMG,pDNA,A549,18.82,57.53,20.82,2.83,483.7,4.563,0.0,7.0,9.0,80.17,0.3254,3.0,1.0,5.56,103.5,0.0672,-2.4,74.9,0.2138,Low,0
LNP_02415,Dahlman2017,DODAP,DPPC,PEG1000-DMG,pDNA,Huh7,18.01,59.94,17.69,4.36,592.3,9.475,1.0,2.0,9.0,32.99,0.4442,1.0,0.0,7.42,119.9,0.1214,-25.2,68.8,0.1209,Low,0
LNP_02416,Miao2020,cKK-E12,DOPC,PEG1000-DMG,mRNA,HeLa,39.27,31.76,24.2,4.77,731.2,8.652,2.0,4.0,15.0,53.05,0.3183,2.0,0.0,6.36,138.8,0.2961,-10.9,91.7,0.1899,Low,0
LNP_02417,Dahlman2017,cKK-E12,DOPC,PEG1000-DMG,pDNA,HeLa,19.81,52.58,26.82,0.8,806.9,7.493,2.0,7.0,24.0,72.57,0.3244,1.0,2.0,6.6,65.6,0.0634,15.8,88.3,0.7566,High,1
LNP_02418,Fenton2016,DOTAP,DSPC,PEG1000-DMG,mRNA,MCF7,13.48,61.05,23.83,1.64,650.2,10.401,2.0,5.0,19.0,38.39,0.4799,1.0,0.0,5.79,96.4,0.1095,-11.0,95.3,0.597,Medium,1
LNP_02419,Hassett2019,ALC-0315,DSPE,PEG2000-DMG,siRNA,A549,41.65,42.57,14.56,1.22,721.1,8.743,2.0,9.0,22.0,49.94,0.4254,3.0,0.0,7.14,173.5,0.1415,-18.9,86.1,0.6333,Medium,1
LNP_02420,Kauffman2015,Lipid5,DSPC,PEG2000-DSG,siRNA,Jurkat,19.66,50.15,26.02,4.17,994.2,7.728,0.0,9.0,17.0,50.39,0.5431,1.0,2.0,5.94,161.9,0.1769,-14.4,89.3,0.4713,Medium,0
LNP_02421,Sabnis2018,DOTAP,DPPC,PEG1000-DMG,siRNA,Huh7,17.8,50.82,29.23,2.14,502.4,3.363,4.0,2.0,6.0,55.2,0.4336,1.0,1.0,6.83,71.4,0.2573,-6.7,90.5,0.2229,Low,0
LNP_02422,Maier2013,ALC-0315,DPPC,PEG2000-DSG,siRNA,Jurkat,25.06,44.43,29.55,0.97,660.3,4.862,1.0,7.0,9.0,71.23,0.5208,0.0,0.0,5.17,115.6,0.0995,-0.3,81.0,0.3598,Medium,0
LNP_02423,Maier2013,DODMA,DOPE,PEG2000-DSPE,siRNA,PC3,24.57,50.56,22.8,2.07,759.3,7.6,3.0,3.0,9.0,60.07,0.4375,0.0,1.0,5.04,75.8,0.1021,-7.8,50.4,0.3508,Medium,0
LNP_02424,Sabnis2018,Lipid5,DOPE,PEG1000-DMG,siRNA,Jurkat,24.01,52.55,21.31,2.13,573.2,8.223,1.0,4.0,14.0,67.16,0.6216,1.0,0.0,5.97,75.1,0.0681,-8.7,87.7,0.881,High,1
LNP_02425,Lokugamage2019,DOTAP,DOPE,PEG1000-DMG,ASO,PC3,18.28,63.71,15.28,2.73,622.1,6.902,0.0,9.0,14.0,41.99,0.5907,0.0,1.0,5.81,87.3,0.1099,-8.6,75.5,0.2607,Low,0
LNP_02426,Hassett2019,L319,DOPE,PEG1000-DMG,siRNA,A549,32.55,51.45,11.04,4.96,488.8,10.302,3.0,4.0,18.0,13.42,0.525,3.0,2.0,7.06,93.0,0.2187,10.2,66.8,0.0871,Low,0
LNP_02427,Kauffman2015,L319,DSPC,PEG1000-DMG,pDNA,HEK293,16.36,64.32,17.58,1.74,682.5,6.837,0.0,3.0,6.0,60.46,0.6422,3.0,0.0,6.43,83.5,0.1226,-8.8,86.3,0.0729,Low,0
LNP_02428,Jayaraman2012,cKK-E12,DPPC,PEG2000-DSPE,mRNA,Huh7,36.64,41.82,19.12,2.42,726.4,9.746,3.0,3.0,11.0,63.39,0.3244,3.0,2.0,6.18,109.1,0.2588,8.9,93.2,0.398,Medium,0
LNP_02429,Dahlman2017,BAMEA-O16B,DPPC,PEG2000-DMG,siRNA,A549,20.36,49.89,28.0,1.75,697.8,8.745,1.0,8.0,7.0,23.96,0.5859,2.0,1.0,5.56,297.6,0.2094,-15.7,81.9,0.7847,High,1
LNP_02430,Hajj2019,IM-23,DSPE,PEG1000-DMG,pDNA,HEK293,31.87,49.12,15.84,3.17,733.7,6.564,3.0,5.0,6.0,42.99,0.6185,3.0,1.0,5.93,146.7,0.082,-4.5,86.8,0.5483,Medium,1
LNP_02431,Kauffman2015,DODAP,DPPC,PEG2000-DSG,mRNA,A549,31.37,54.71,12.87,1.05,599.7,9.213,4.0,3.0,24.0,64.83,0.569,1.0,2.0,7.16,124.6,0.139,-22.0,79.1,0.187,Low,0
LNP_02432,Kulkarni2019,FTT5,DPPC,PEG2000-DMG,mRNA,Jurkat,37.65,42.17,18.35,1.83,542.9,7.897,2.0,9.0,7.0,56.32,0.5123,1.0,2.0,6.41,95.5,0.0731,-9.9,84.7,0.6071,Medium,1
LNP_02433,Akinc2008,BAMEA-O16B,DPPC,PEG2000-DSG,siRNA,HeLa,14.33,62.19,22.32,1.15,607.7,10.141,2.0,6.0,9.0,79.13,0.479,2.0,0.0,7.2,61.9,0.0935,-18.0,78.0,0.3159,Low,0
LNP_02434,Hassett2019,DOTAP,DPPC,PEG2000-DMG,ASO,Jurkat,35.84,51.68,10.76,1.72,351.3,10.195,1.0,6.0,6.0,44.5,0.6512,0.0,1.0,5.48,210.3,0.1222,5.2,87.6,0.7793,High,1
LNP_02435,Akinc2008,cKK-E12,DPPC,PEG1000-DMG,siRNA,Huh7,37.43,42.11,17.26,3.2,622.0,8.942,3.0,7.0,16.0,87.76,0.4652,1.0,1.0,6.54,72.9,0.0607,19.4,57.9,0.1705,Low,0
LNP_02436,Dahlman2017,A18-Iso5-2DC18,DSPE,PEG1000-DMG,saRNA,PC3,43.66,36.91,18.38,1.05,460.0,7.764,3.0,3.0,14.0,52.62,0.572,3.0,2.0,7.58,169.0,0.1379,16.5,87.2,0.6943,High,1
LNP_02437,Dahlman2017,C12-200,DOPE,PEG1000-DMG,pDNA,HeLa,38.4,36.53,24.0,1.07,511.0,6.677,2.0,5.0,24.0,54.52,0.6273,0.0,0.0,6.59,92.9,0.0894,26.9,85.0,0.495,Medium,0
LNP_02438,Hajj2019,C12-200,DSPC,PEG2000-DSG,pDNA,RAW264.7,37.98,35.01,23.19,3.83,512.3,9.171,2.0,7.0,14.0,87.75,0.6643,3.0,1.0,6.06,100.9,0.1331,-2.6,89.6,0.2238,Low,0
LNP_02439,Semple2010,L319,DOPC,PEG2000-DMG,siRNA,A549,39.4,37.13,22.71,0.76,517.3,9.076,1.0,5.0,20.0,71.73,0.4838,2.0,1.0,6.54,152.8,0.168,-12.1,69.0,0.2631,Low,0
LNP_02440,Dahlman2017,OF-02,DSPC,PEG2000-DSPE,mRNA,MCF7,16.95,57.44,24.27,1.34,720.4,6.818,0.0,2.0,19.0,32.35,0.4574,1.0,2.0,6.71,226.8,0.221,-5.2,89.8,0.3856,Medium,0
LNP_02441,Sabnis2018,DLin-MC3-DMA,DOPE,PEG2000-DSPE,ASO,HEK293,40.76,34.75,23.46,1.04,803.5,9.949,4.0,4.0,14.0,63.97,0.6404,0.0,1.0,6.49,175.1,0.1291,13.9,77.1,0.2849,Low,0
LNP_02442,Hassett2019,A18-Iso5-2DC18,DOPC,PEG2000-DSPE,mRNA,MCF7,19.52,50.92,25.79,3.78,775.0,8.15,3.0,4.0,11.0,24.93,0.525,3.0,0.0,5.34,45.6,0.0862,-35.2,85.1,0.8056,High,1
LNP_02443,Kulkarni2019,cKK-E12,DSPE,PEG2000-DSG,siRNA,MCF7,48.33,37.11,12.0,2.55,849.4,6.275,4.0,8.0,16.0,23.17,0.7058,0.0,2.0,5.59,88.0,0.142,-1.0,86.8,0.6065,Medium,1
LNP_02444,Kulkarni2019,DODAP,DSPE,PEG2000-DMG,siRNA,HEK293,29.68,46.49,21.22,2.61,673.4,7.643,1.0,5.0,12.0,73.25,0.5181,0.0,0.0,6.08,118.3,0.2162,1.4,93.6,0.5552,Medium,1
LNP_02445,Akinc2008,BAMEA-O16B,DOPE,PEG1000-DMG,mRNA,PC3,37.39,46.14,14.24,2.23,537.4,4.069,2.0,8.0,10.0,68.97,0.6139,1.0,1.0,6.99,99.3,0.1338,-14.5,67.8,0.5892,Medium,1
LNP_02446,Jayaraman2012,FTT5,DSPE,PEG1000-DMG,saRNA,A549,40.29,42.2,13.57,3.93,874.9,10.777,1.0,7.0,21.0,60.05,0.6294,2.0,2.0,7.36,61.5,0.1449,-1.2,86.2,0.9121,High,1
LNP_02447,Lokugamage2019,FTT5,DOPE,PEG2000-DSG,siRNA,Jurkat,35.12,46.35,16.28,2.25,575.4,10.81,0.0,9.0,14.0,84.96,0.4695,3.0,2.0,7.01,91.5,0.1619,2.1,80.7,0.23,Low,0
LNP_02448,Maier2013,SM-102,DSPE,PEG1000-DMG,mRNA,Huh7,27.63,49.57,19.61,3.2,455.0,9.43,1.0,4.0,19.0,96.96,0.6895,1.0,1.0,6.14,77.1,0.1613,10.9,92.7,0.6975,High,1
LNP_02449,Hajj2019,IM-23,DSPC,PEG2000-DSPE,pDNA,HeLa,29.8,48.96,20.2,1.03,659.0,7.154,3.0,3.0,8.0,66.04,0.6864,2.0,0.0,5.92,61.8,0.2773,-14.2,65.9,0.0687,Low,0
LNP_02450,Maier2013,SM-102,DPPC,PEG2000-DSG,pDNA,A549,22.82,55.09,18.44,3.66,417.1,6.239,0.0,7.0,12.0,78.87,0.5755,0.0,1.0,5.24,128.4,0.1106,6.2,98.3,0.3604,Medium,0
LNP_02451,Hajj2019,DOTAP,DOPE,PEG2000-DMG,pDNA,HEK293,38.23,37.2,22.61,1.96,603.9,7.708,2.0,2.0,11.0,43.99,0.5529,3.0,1.0,7.07,133.4,0.2063,6.8,82.4,0.1319,Low,0
LNP_02452,Billingsley2020,DODAP,DOPE,PEG2000-DSPE,ASO,Jurkat,30.78,51.05,15.08,3.09,693.6,7.456,2.0,8.0,17.0,20.32,0.3917,1.0,2.0,7.57,195.8,0.0671,-6.4,84.0,0.1254,Low,0
LNP_02453,Kulkarni2019,SM-102,DOPC,PEG2000-DSG,mRNA,HeLa,19.71,52.43,25.49,2.37,707.6,8.531,4.0,7.0,10.0,69.38,0.6275,1.0,1.0,6.28,53.8,0.0936,-13.9,68.1,0.7767,High,1
LNP_02454,Kauffman2015,cKK-E12,DOPC,PEG2000-DSPE,ASO,HeLa,22.49,51.55,22.8,3.16,521.1,6.758,4.0,5.0,17.0,59.23,0.6333,1.0,2.0,5.31,86.8,0.1651,13.4,82.9,0.4145,Medium,0
LNP_02455,Hajj2019,DODAP,DOPC,PEG2000-DMG,mRNA,Jurkat,50.73,37.04,10.81,1.42,793.9,9.716,0.0,8.0,20.0,87.08,0.5353,1.0,2.0,6.67,168.0,0.0855,11.0,79.2,0.5723,Medium,1
LNP_02456,Hassett2019,L319,DPPC,PEG2000-DSG,siRNA,HEK293,12.41,56.61,27.93,3.06,693.6,8.476,3.0,7.0,14.0,71.5,0.5593,3.0,1.0,7.49,129.4,0.1074,12.7,62.6,0.5319,Medium,1
LNP_02457,Miao2020,ALC-0315,DSPE,PEG1000-DMG,siRNA,MCF7,43.63,39.02,14.3,3.05,690.3,8.883,1.0,2.0,23.0,41.68,0.3585,3.0,2.0,6.44,67.0,0.0838,24.2,90.9,0.4003,Medium,0
LNP_02458,Miao2020,BAMEA-O16B,DPPC,PEG1000-DMG,pDNA,RAW264.7,28.16,56.58,14.24,1.02,717.5,6.779,1.0,8.0,16.0,39.58,0.7334,1.0,1.0,7.01,109.6,0.0857,-7.3,91.2,0.7053,High,1
LNP_02459,Fenton2016,DLin-MC3-DMA,DPPC,PEG2000-DSPE,siRNA,HEK293,23.99,48.38,25.72,1.9,551.0,5.372,4.0,4.0,10.0,47.84,0.4396,0.0,1.0,6.63,136.5,0.0955,2.3,67.3,0.5149,Medium,1
LNP_02460,Lokugamage2019,A18-Iso5-2DC18,DOPC,PEG2000-DSG,saRNA,HEK293,23.05,48.9,25.86,2.19,756.2,10.71,0.0,3.0,21.0,98.69,0.4851,1.0,0.0,6.48,80.8,0.19,-8.6,60.7,0.8195,High,1
LNP_02461,Patel2017,ALC-0315,DOPE,PEG2000-DSG,siRNA,Jurkat,41.44,41.17,16.16,1.23,641.7,7.997,4.0,6.0,23.0,38.1,0.5858,3.0,2.0,8.01,197.6,0.1082,-15.9,87.9,0.6768,High,1
LNP_02462,Akinc2008,Lipid5,DSPE,PEG1000-DMG,siRNA,MCF7,14.14,59.59,24.67,1.6,440.6,10.223,2.0,4.0,12.0,64.45,0.4032,2.0,1.0,7.03,81.2,0.2028,-7.9,55.8,0.101,Low,0
LNP_02463,Jayaraman2012,SM-102,DOPC,PEG2000-DMG,siRNA,Jurkat,44.04,36.92,17.03,2.01,575.3,6.998,4.0,3.0,11.0,45.22,0.4566,0.0,1.0,6.58,157.1,0.1738,9.4,91.3,0.695,High,1
LNP_02464,Hassett2019,OF-02,DOPC,PEG2000-DMG,pDNA,MCF7,21.45,57.07,20.61,0.87,622.7,9.523,3.0,6.0,22.0,42.34,0.4474,2.0,2.0,6.6,81.2,0.0685,9.0,79.5,0.9596,High,1
LNP_02465,Billingsley2020,ALC-0315,DSPE,PEG2000-DMG,siRNA,A549,43.89,33.82,20.48,1.81,676.3,11.96,3.0,8.0,23.0,53.52,0.5872,2.0,2.0,7.19,129.8,0.2731,-2.0,48.3,0.3575,Medium,0
